sciname,study_id,fct_code_orig,validation_2023,nut_per_species_per_study,country_origin_study,country_origin_sample.vNM,country_origin_sample.detail,sample_year,sample_month,Processing,Processing.detail,other_ingredients.vNM,other_ingredients.vNM.detail,Preparation,Preparation.detail,Wild.Farmed,relative_weight,Parts,Parts.detail,per_edible_prop,class,order,family,genus,sciname_orig,common_name,food_name,food_name_orig,fao_taxocode,fao_3a_code,sau_species_code,isscaap_code,phylum,kingdom,common_name_detailed,food_prep,food_prep_detailed,food_part,food_part_detailed,prod_catg,other_ingredients,study_type,country_origin_sample,country,species_edible_prop,notes,nutrient_type,nutrient,nutrient_orig,nutrient_desc,nutrient_code_fao,value,value_tr,nutrient_units,portion_size,SpecCode,genus_usedby_SHY,family_usedby_SHY,order_usedby_SHY,class_usedby_SHY,best_DemersPelag,best_DemersPelag_level,best_EnvTemp,best_EnvTemp_level,best_DepthRangeDeep,best_DepthRangeDeep_level,best_Lmax,best_Lmax_level,best_Lm,best_Lm_level,best_K,best_K_level,best_tm,best_tm_level,best_Troph,best_Troph_level,best_Pelagic,best_Pelagic_level,best_Benthic,best_Benthic_level,best_Sessile,best_Sessile_level,best_Mobile,best_Mobile_level,best_SoftBottom,best_SoftBottom_level,best_Sand,best_Sand_level,best_Coarse,best_Coarse_level,best_Fine,best_Fine_level,best_Level,best_Level_level,best_Sloping,best_Sloping_level,best_Silt,best_Silt_level,best_Mud,best_Mud_level,best_Ooze,best_Ooze_level,best_Detritus,best_Detritus_level,best_Organic,best_Organic_level,best_HardBottom,best_HardBottom_level,best_Rocky,best_Rocky_level,best_Rubble,best_Rubble_level,best_Gravel,best_Gravel_level,best_Macrophyte,best_Macrophyte_level,best_BedsBivalve,best_BedsBivalve_level,best_BedsRock,best_BedsRock_level,best_SeaGrassBeds,best_SeaGrassBeds_level,best_BedsOthers,best_BedsOthers_level,best_CoralReefs,best_CoralReefs_level,best_ReefExclusive,best_ReefExclusive_level,best_DropOffs,best_DropOffs_level,best_ReefFlats,best_ReefFlats_level,best_Lagoons,best_Lagoons_level,best_Burrows,best_Burrows_level,best_Tunnels,best_Tunnels_level,best_Crevices,best_Crevices_level,best_Vents,best_Vents_level,best_Seamounts,best_Seamounts_level,best_DeepWaterCorals,best_DeepWaterCorals_level,best_Vegetation,best_Vegetation_level,best_Marine,best_Marine_level,best_Neritic,best_Neritic_level,best_Oceanic,best_Oceanic_level,best_BrackishWater,best_BrackishWater_level,best_FreshWater,best_FreshWater_level,best_Parasitism,best_Parasitism_level,best_Solitary,best_Solitary_level,best_Symbiosis,best_Symbiosis_level,best_Symphorism,best_Symphorism_level,best_Commensalism,best_Commensalism_level,best_Mutualism,best_Mutualism_level,best_Epiphytic,best_Epiphytic_level
Paralithodes camtschaticus,FAO_Infoods_Ufish,92099,YF,4,ITA,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, boiled in recipe",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,boiled steamed,boiled in recipe,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Vitamin,Vitamin B12,Vitamin_b12,Includes all the active forms of vitamin B-12 in food,VITB12,9.3,,mcg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92137,YF,4,ITA,,,,,grilled,grilled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, grilled_",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,raw,grilled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Mineral,Sodium,Sodium,Sodium,NA,826,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10340,YF,3,JPN,,,,,canned,canned,Y,sugar and salt,,,,,muscle tissue,muscle tissue,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; canned products; boiled in brine_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",boiled steamed,"canned products, boiled in brine",muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Chromium,Chromium,Chromium,CR,,,mcg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92061,YF,4,ITA,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, boiled",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,boiled steamed,boiled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Protein,Methionine,Methionine,Includes only L-methionine.,MET,421,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92137,YF,4,ITA,,,,,grilled,grilled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, grilled_",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,raw,grilled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Mineral,Phosphorus,Phosphorus,Phosphorus,P,229,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10338,YF,3,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; raw_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,"Folate, total",Folate_total,"Folacin, folic acid",FOL,21,,mcg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10338,YF,3,JPN,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; raw_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,"Total fatty acids, n6 polyunsaturated",Fatty_acids_total_n6_polyunsaturated,Total polyunsaturated fatty acids double bond on 6th carbon-carbon bond,FAPUN6,0.01,,g,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10338,YF,3,JPN,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; raw_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Vitamin B1; as thiamin hydrochloride,Vitamin_b1_analysed_and_expressed_as_thiamin_hydrochloride,Vitamin B1; analysed and expressed as thiamin hydrochloride,THIAHCL,0.05,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10340,YF,3,JPN,,,,,canned,canned,Y,sugar and salt,,,,,muscle tissue,muscle tissue,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; canned products; boiled in brine_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",boiled steamed,"canned products, boiled in brine",muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Mineral,Zinc,Zinc,Zinc,ZN,6.3,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10338,YF,3,JPN,,,,,raw,raw,,,,,,,muscle tissue,,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; raw_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",raw,raw,muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.07,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92137,YF,4,ITA,,,,,grilled,grilled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, grilled_",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,raw,grilled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Protein,Valine,Valine,Includes only L-valine,VAL,810,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92061,YF,4,ITA,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, boiled",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,boiled steamed,boiled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Protein,Threonine,Threonine,Threonine includes only L-threonine,THR,657,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92023,YF,4,ITA,,,,,raw,raw,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, raw",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,raw,raw,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Protein,Valine,Valine,Includes only L-valine,VAL,696,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92061,YF,4,ITA,,,,,boiled or steamed,boiled,,,,,,,muscle tissue,,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, boiled",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,boiled steamed,boiled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Vitamin,Pantothenic acid,Pantothenic_acid,"D-pantothenate, Vitamin B5",PANTAC,0.28,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10340,YF,3,JPN,,,,,canned,canned,Y,sugar and salt,,,,,muscle tissue,muscle tissue,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; canned products; boiled in brine_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",boiled steamed,"canned products, boiled in brine",muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Fatty acid,"Total fatty acids, monounsaturated",Fatty_acids_total_monounsaturated,Total monounsaturated fatty acids,FAMS,0.04,,g,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10340,YF,3,JPN,,,,,canned,canned,Y,sugar and salt,,,,,muscle tissue,,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; canned products; boiled in brine_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",boiled steamed,"canned products, boiled in brine",muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,"Folate, total",Folate_total,"Folacin, folic acid",FOL,4,,mcg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,FAO_Infoods_Ufish,92137,YF,4,ITA,,,,,grilled,grilled,,,,,,,muscle tissue,muscle tissue,NA,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,red king crab,"Red king crab, flesh, grilled_",NA,2302001801,KCD,26511,44,arthropoda,animalia,red king crab,raw,grilled,muscle tissue,flesh,NA,NA,Food Composition Table (FCT),FAO INFOODS Ufish,FAO INFOODS Ufish,0.27,NA,Vitamin,Vitamin_a_combined,Vitamin_a_combined,Vitamin_a_combined,NA,7,,mcg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
Paralithodes camtschaticus,Japan_7thRev_2015,10340,YF,3,JPN,,,,,canned,canned,Y,sugar and salt,,,,,muscle tissue,,Y,malacostraca,decapoda,lithodidae,paralithodes,Paralithodes camtschaticus,syn. king crab,Crustacean; red king crab*; canned products; boiled in brine_*Syn. king crab_,NA,2302001801,KCD,26511,44,arthropoda,animalia,"red king crab, syn. king crab",boiled steamed,"canned products, boiled in brine",muscle tissue,NA,NA,NA,Food Composition Table (FCT),JPN,Japan,NA,NA,Vitamin,Riboflavin,Riboflavin,Riboflavin,RIBF,0.1,,mg,per 100g,26511,Paralithodes,Lithodidae,Decapoda,Malacostraca,benthic,species,temperate,species,461,species,22,species,8.59499979,species,0.1855,family,8.5,species,3.73,species,0,species,1,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,1,species,0,species,0,species,0,species,0,species,1,species,1,species,1,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species,0,species
